host_time_ms,arduino_time_ms,ax,ay,az,gx,gy,gz
1777399194426,1829033,-0.65,-0.53,0.09,-4.15,-29.85,1.89
1777399194426,1829043,-0.67,-0.53,0.12,0.55,-25.57,5.13
1777399194427,1829053,-0.70,-0.52,0.15,2.81,-18.49,6.04
1777399194427,1829063,-0.75,-0.51,0.18,1.83,-10.62,4.82
1777399194427,1829073,-0.79,-0.51,0.17,-0.31,-3.91,2.50
1777399194427,1829083,-0.83,-0.51,0.15,-1.71,1.34,-0.31
1777399194428,1829093,-0.85,-0.50,0.16,-2.14,5.55,-2.38
1777399194428,1829103,-0.86,-0.51,0.17,-2.56,7.02,-2.08
1777399194428,1829113,-0.84,-0.52,0.18,-2.26,6.10,-0.55
1777399194428,1829123,-0.81,-0.54,0.18,-0.37,4.15,-0.12
1777399194429,1829133,-0.78,-0.55,0.19,0.55,1.46,-0.24
1777399194429,1829143,-0.76,-0.56,0.20,-1.10,-3.36,-0.67
1777399194429,1829153,-0.76,-0.55,0.21,-3.78,-10.44,-2.62
1777399194429,1829163,-0.78,-0.54,0.19,-5.86,-19.04,-4.64
1777399194430,1829173,-0.83,-0.52,0.18,-6.77,-24.29,-6.29
1777399194430,1829183,-0.86,-0.51,0.16,-5.55,-23.19,-7.14
1777399194430,1829193,-0.86,-0.51,0.16,-2.50,-15.08,-6.47
1777399194431,1829203,-0.87,-0.52,0.16,2.44,-2.44,-5.43
1777399194431,1829213,-0.86,-0.53,0.18,6.65,10.19,-5.00
1777399194431,1829223,-0.83,-0.54,0.20,7.81,18.55,-5.25
1777399194432,1829233,-0.82,-0.54,0.22,5.80,19.90,-4.94
1777399194432,1829243,-0.81,-0.55,0.22,1.77,14.77,-4.33
1777399194432,1829253,-0.79,-0.54,0.19,-2.08,5.68,-3.91
1777399194433,1829263,-0.78,-0.53,0.17,-4.21,-2.93,-3.23
1777399194433,1829273,-0.78,-0.53,0.17,-3.48,-8.85,-2.32
1777399194433,1829283,-0.78,-0.53,0.16,-0.37,-11.66,14.34
1777399194433,1829303,-0.79,-0.52,0.19,4.52,-6.29,1.89
1777399194434,1829323,-0.83,-0.49,0.19,4.46,0.85,1.83
1777399194434,1829343,-0.81,-0.49,0.18,5.49,6.10,1.04
1777399194434,1829363,-0.76,-0.52,0.17,7.20,3.91,-0.67
1777399194434,1829373,-0.74,-0.51,0.18,9.40,1.34,0.18
1777399194434,1829383,-0.74,-0.51,0.20,11.29,-1.77,2.01
1777399194435,1829393,-0.74,-0.51,0.21,11.84,-4.58,3.54
1777399194435,1829403,-0.75,-0.50,0.22,11.05,-6.23,3.91
1777399194435,1829413,-0.76,-0.48,0.20,10.01,-6.41,4.46
1777399194436,1829423,-0.78,-0.47,0.21,9.89,-4.27,5.98
1777399194436,1829433,-0.80,-0.47,0.22,10.93,-0.92,7.69
1777399194436,1829443,-0.81,-0.46,0.23,11.54,2.08,9.16
1777399194436,1829453,-0.84,-0.46,0.25,9.89,4.39,8.36
1777399194436,1829463,-0.85,-0.47,0.25,6.65,4.58,5.55
1777399194437,1829473,-0.85,-0.47,0.24,3.30,3.48,1.40
1777399194437,1829483,-0.84,-0.46,0.22,1.22,2.08,-1.83
1777399194437,1829493,-0.83,-0.45,0.22,0.18,1.40,-2.20
1777399194437,1829503,-0.83,-0.45,0.21,-1.34,1.53,-0.85
1777399194438,1829513,-0.83,-0.45,0.20,-2.38,2.56,0.73
1777399194438,1829523,-0.83,-0.45,0.19,-2.01,4.39,2.08
1777399194438,1829533,-0.83,-0.47,0.17,-0.92,6.47,2.87
1777399194438,1829543,-0.82,-0.48,0.17,0.06,8.61,3.05
1777399194438,1829553,-0.83,-0.48,0.17,0.49,10.01,2.99
1777399194439,1829563,-0.83,-0.49,0.18,0.67,9.77,3.05
1777399194439,1829573,-0.83,-0.50,0.18,1.65,8.48,2.75
1777399194439,1829583,-0.83,-0.51,0.20,2.26,6.71,2.69
1777399194439,1829593,-0.84,-0.52,0.21,1.59,4.15,2.32
1777399194439,1829603,-0.85,-0.52,0.21,0.73,1.28,1.22
1777399194439,1829613,-0.86,-0.50,0.20,0.61,-0.18,0.43
1777399194440,1829623,-0.88,-0.49,0.19,1.10,0.98,0.37
1777399194440,1829633,-0.89,-0.48,0.17,2.32,4.58,0.67
1777399194440,1829653,-0.91,-0.47,0.16,6.23,19.59,-0.12
1777399194440,1829673,-0.89,-0.48,0.17,6.59,21.18,-1.22
1777399194440,1829693,-0.88,-0.47,0.18,3.42,12.51,-5.31
1777399194441,1829713,-0.88,-0.47,0.15,-0.92,3.97,-11.84
1777399194441,1829723,-0.87,-0.46,0.13,-2.01,3.17,-13.55
1777399194441,1829733,-0.87,-0.46,0.10,-0.55,5.74,-13.06
1777399194441,1829743,-0.86,-0.45,0.09,2.75,11.60,-11.84
1777399194441,1829753,-0.86,-0.46,0.09,5.68,18.43,-10.74
1777399194442,1829763,-0.85,-0.46,0.10,7.87,24.41,-10.13
1777399194442,1829773,-0.85,-0.45,0.12,9.77,28.38,-9.58
1777399194442,1829783,-0.83,-0.46,0.14,11.05,28.75,-8.97
1777399194442,1829793,-0.83,-0.47,0.17,11.47,25.39,-10.13
1777399194442,1829803,-0.82,-0.47,0.17,10.31,19.10,-12.33
1777399194443,1829813,-0.82,-0.48,0.16,8.06,12.45,-13.98
1777399194443,1829823,-0.81,-0.48,0.13,6.23,7.39,-15.14
1777399194443,1829833,-0.80,-0.48,0.11,5.25,5.19,-15.50
1777399194443,1829843,-0.80,-0.47,0.08,5.13,5.31,-15.01
1777399194443,1829853,-0.80,-0.47,0.05,5.55,7.08,-12.57
1777399194444,1829863,-0.81,-0.46,0.03,6.41,10.07,-8.12
1777399194444,1829873,-0.82,-0.46,0.03,6.77,13.73,-3.91
1777399194444,1829883,-0.83,-0.46,0.04,7.14,15.69,-0.73
1777399194444,1829893,-0.84,-0.46,0.05,7.63,15.81,0.67
1777399194444,1829903,-0.85,-0.46,0.06,7.32,13.98,0.12
1777399194444,1829913,-0.86,-0.46,0.07,5.25,10.01,-1.65
1777399194445,1829923,-0.87,-0.46,0.07,2.87,5.00,-3.36
1777399194445,1829933,-0.89,-0.47,0.06,0.73,0.79,-3.78
1777399194445,1829943,-0.90,-0.48,0.05,-0.98,-2.62,-3.48
1777399194445,1829953,-0.90,-0.48,0.03,-1.46,-3.97,-3.66
1777399194445,1829963,-0.90,-0.47,0.01,-0.18,-3.36,-3.23
1777399194446,1829973,-0.92,-0.46,0.01,1.95,-1.46,14.04
1777399194446,1829993,-0.94,-0.45,0.04,4.88,1.65,-1.89
1777399194446,1830013,-0.94,-0.45,0.06,2.32,0.18,-7.20
1777399194446,1830033,-0.90,-0.46,0.05,-1.71,-2.87,-11.96
1777399194446,1830053,-0.88,-0.46,0.02,-3.78,-1.16,-11.60
1777399194447,1830063,-0.86,-0.46,0.02,-3.05,1.34,-10.56
1777399194447,1830073,-0.84,-0.47,0.01,-2.20,3.30,-9.40
1777399194447,1830083,-0.83,-0.48,0.01,-1.59,3.85,-7.57
1777399194447,1830093,-0.82,-0.47,0.01,-1.22,2.69,-5.74
1777399194447,1830103,-0.82,-0.46,0.01,-1.28,0.31,-4.46
1777399194447,1830113,-0.83,-0.45,0.01,-1.89,-2.69,-3.42
1777399194448,1830123,-0.84,-0.45,0.02,-2.87,-5.68,-2.93
1777399194448,1830133,-0.84,-0.45,0.01,-3.36,-7.93,-4.03
1777399194448,1830143,-0.85,-0.45,-0.00,-3.66,-8.42,-5.25
1777399194448,1830153,-0.85,-0.46,-0.01,-4.21,-6.90,-5.25
1777399194448,1830163,-0.86,-0.45,-0.01,-4.39,-4.15,-4.52
1777399194448,1830173,-0.86,-0.46,-0.01,-3.91,-1.53,-2.62
1777399194449,1830183,-0.87,-0.46,0.00,-3.36,0.31,-1.10
1777399194449,1830193,-0.87,-0.46,0.01,-3.11,0.61,-0.98
1777399194449,1830203,-0.88,-0.46,0.01,-2.87,-0.24,-1.10
1777399194449,1830213,-0.87,-0.46,0.00,-2.44,-1.22,-1.16
1777399194449,1830223,-0.86,-0.47,0.01,-1.46,-2.14,-0.49
1777399194450,1830233,-0.86,-0.47,0.01,-0.55,-2.93,0.43
1777399194450,1830243,-0.86,-0.48,0.02,-0.18,-3.78,0.79
1777399194450,1830253,-0.88,-0.47,0.02,-0.37,-4.64,0.49
1777399194450,1830263,-0.88,-0.47,0.02,-0.61,-4.88,-0.06
1777399194450,1830273,-0.88,-0.48,0.03,-0.61,-4.27,-0.92
1777399194450,1830283,-0.89,-0.48,0.03,-0.31,-3.85,-1.40
1777399194451,1830293,-0.88,-0.48,0.03,0.06,-3.42,-1.46
1777399194451,1830303,-0.88,-0.49,0.03,0.92,-3.11,-1.40
1777399194451,1830313,-0.88,-0.49,0.04,1.71,-3.23,-1.10
1777399194451,1830323,-0.88,-0.49,0.05,1.53,-3.30,-2.08
1777399194451,1830343,-0.87,-0.50,0.05,1.16,-4.52,-4.21
1777399194451,1830363,-0.85,-0.51,0.04,0.49,-5.86,-3.66
1777399194452,1830383,-0.85,-0.51,0.03,0.00,-7.57,-3.48
1777399194452,1830403,-0.85,-0.50,0.03,0.37,-8.06,-2.87
1777399194452,1830413,-0.86,-0.50,0.03,0.98,-8.06,-2.01
1777399194452,1830423,-0.86,-0.50,0.03,0.98,-7.87,-1.22
1777399194452,1830433,-0.87,-0.49,0.03,0.85,-7.75,-2.08
1777399194452,1830443,-0.88,-0.48,0.03,0.49,-7.63,-3.17
1777399194453,1830453,-0.88,-0.48,0.02,0.31,-7.08,-3.42
1777399194453,1830463,-0.89,-0.48,0.02,0.85,-5.74,-3.85
1777399194453,1830473,-0.88,-0.48,0.02,1.59,-4.39,-4.27
1777399194453,1830483,-0.89,-0.49,0.03,2.20,-3.85,-4.33
1777399194453,1830493,-0.89,-0.48,0.04,2.38,-4.46,-4.33
1777399194453,1830503,-0.88,-0.48,0.04,2.38,-5.68,-4.46
1777399194454,1830513,-0.89,-0.47,0.03,2.75,-6.47,-5.07
1777399194454,1830523,-0.88,-0.47,0.03,3.23,-6.59,-5.74
1777399194454,1830533,-0.88,-0.47,0.03,3.48,-6.10,-7.08
1777399194454,1830543,-0.87,-0.47,0.03,3.78,-5.55,-8.61
1777399194454,1830553,-0.86,-0.47,0.03,3.72,-5.00,-9.28
1777399194455,1830563,-0.86,-0.47,0.04,3.36,-5.07,-9.77
1777399194455,1830573,-0.85,-0.47,0.03,3.48,-5.80,-9.95
1777399194455,1830583,-0.84,-0.47,0.03,3.66,-6.47,-9.40
1777399194455,1830593,-0.84,-0.47,0.03,4.21,-6.90,-8.54
1777399194455,1830603,-0.84,-0.47,0.03,4.88,-6.84,-7.93
1777399194455,1830613,-0.83,-0.47,0.03,5.07,-6.53,-6.96
1777399194456,1830623,-0.83,-0.47,0.04,4.94,-5.98,-6.04
1777399194456,1830633,-0.83,-0.48,0.04,4.15,-5.55,-6.04
1777399194456,1830643,-0.84,-0.47,0.04,3.36,-5.55,-6.23
1777399194456,1830653,-0.84,-0.47,0.03,2.99,-5.68,-5.68
1777399194456,1830663,-0.85,-0.47,0.03,3.30,-5.37,-4.94
1777399194456,1830683,-0.87,-0.47,0.05,4.03,-3.72,-3.85
1777399194457,1830703,-0.87,-0.46,0.06,3.05,-4.64,-5.07
1777399194457,1830723,-0.86,-0.46,0.06,3.60,-4.27,-5.25
1777399194457,1830743,-0.87,-0.46,0.07,3.05,-3.66,-5.68
1777399194457,1830753,-0.87,-0.46,0.07,3.05,-3.85,-5.68
1777399194457,1830763,-0.86,-0.46,0.06,3.30,-3.91,-5.43
1777399194457,1830773,-0.86,-0.46,0.07,3.48,-3.78,-5.25
1777399194457,1830783,-0.86,-0.47,0.08,3.36,-3.91,-5.62
1777399194458,1830793,-0.85,-0.47,0.08,3.42,-4.27,-5.92
1777399194458,1830803,-0.85,-0.48,0.08,3.23,-4.82,-5.98
1777399194458,1830813,-0.84,-0.48,0.08,2.81,-5.49,-5.68
1777399194458,1830823,-0.83,-0.48,0.08,2.62,-6.35,-5.25
1777399194458,1830833,-0.83,-0.49,0.08,2.26,-7.39,-4.52
1777399194458,1830843,-0.82,-0.49,0.08,1.71,-8.12,-3.78
1777399194458,1830853,-0.82,-0.48,0.07,1.28,-8.73,-2.81
1777399194459,1830863,-0.83,-0.48,0.08,0.92,-8.61,-2.20
1777399194459,1830873,-0.84,-0.48,0.07,0.92,-7.93,-2.08
1777399194459,1830883,-0.84,-0.48,0.06,0.73,-7.26,-2.14
1777399194459,1830893,-0.85,-0.48,0.06,0.06,-6.71,-2.32
1777399194459,1830903,-0.85,-0.48,0.05,0.06,-6.41,-2.50
1777399194459,1830913,-0.85,-0.48,0.05,0.43,-6.04,-2.44
1777399194459,1830923,-0.85,-0.48,0.05,0.67,-5.92,-2.38
1777399194460,1830933,-0.86,-0.48,0.06,0.79,-6.04,-2.44
1777399194460,1830943,-0.86,-0.48,0.06,0.67,-6.96,-2.20
1777399194460,1830953,-0.86,-0.47,0.05,0.12,-7.93,-2.01
1777399194460,1830963,-0.86,-0.47,0.05,-0.61,-8.61,-2.44
1777399194460,1830973,-0.86,-0.47,0.04,-0.73,-8.48,-2.99
1777399194460,1830983,-0.86,-0.47,0.03,-0.06,-7.75,-3.54
1777399194461,1830993,-0.85,-0.47,0.03,0.73,-6.90,-3.78
1777399194461,1831003,-0.85,-0.48,0.03,1.34,-6.10,-3.30
1777399194461,1831013,-0.85,-0.48,0.04,1.16,-5.25,-2.99
1777399194461,1831033,-0.86,-0.47,0.04,1.34,-3.85,-3.48
1777399194461,1831053,-0.86,-0.47,0.03,2.32,-3.91,-3.36
1777399194461,1831073,-0.86,-0.47,0.02,2.62,-5.37,-3.66
1777399194461,1831093,-0.88,-0.46,0.02,3.48,-5.98,-3.11
1777399194462,1831103,-0.88,-0.46,0.03,4.82,-5.74,-2.38
1777399194462,1831113,-0.89,-0.47,0.04,5.49,-5.55,-2.69
1777399194462,1831123,-0.89,-0.47,0.05,4.82,-5.86,-3.36
1777399194462,1831133,-0.88,-0.47,0.05,3.91,-6.16,-4.27
1777399194462,1831143,-0.88,-0.46,0.05,3.05,-5.98,-5.13
1777399194462,1831153,-0.88,-0.46,0.06,2.44,-5.37,-5.62
1777399194463,1831163,-0.87,-0.45,0.07,2.01,-4.58,-6.16
1777399194463,1831173,-0.87,-0.45,0.07,1.71,-4.27,-5.98
1777399194463,1831183,-0.86,-0.45,0.07,1.40,-4.33,-5.19
1777399194463,1831193,-0.86,-0.44,0.07,1.65,-4.58,-4.33
1777399194463,1831203,-0.85,-0.45,0.06,2.20,-4.46,-3.66
1777399194463,1831213,-0.85,-0.45,0.07,2.44,-4.27,-2.99
1777399194463,1831223,-0.84,-0.45,0.07,2.20,-4.64,-2.75
1777399194464,1831233,-0.84,-0.46,0.06,1.71,-5.80,-2.87
1777399194464,1831243,-0.84,-0.46,0.05,1.34,-6.84,-2.81
1777399194464,1831253,-0.84,-0.46,0.05,1.34,-7.45,-2.62
1777399194464,1831263,-0.85,-0.46,0.05,1.34,-8.00,-1.83
1777399194464,1831273,-0.86,-0.46,0.05,1.10,-8.24,-0.79
1777399194464,1831283,-0.87,-0.46,0.04,1.34,-8.42,-0.12
1777399194464,1831293,-0.87,-0.45,0.04,1.65,-8.06,-0.24
1777399194465,1831303,-0.88,-0.45,0.04,1.83,-7.39,-0.55
1777399194465,1831313,-0.89,-0.45,0.05,1.83,-6.90,-0.79
1777399194465,1831323,-0.89,-0.46,0.05,1.95,-6.59,-1.34
1777399194465,1831333,-0.89,-0.47,0.05,2.01,-6.84,-2.50
1777399194465,1831343,-0.89,-0.47,0.05,1.95,-7.57,-3.23
1777399194465,1831353,-0.89,-0.47,0.05,1.77,-8.12,-3.30
1777399194465,1831373,-0.89,-0.46,0.06,2.93,-8.67,-3.05
1777399194466,1831393,-0.89,-0.46,0.07,1.59,-9.34,-5.80
1777399194466,1831413,-0.87,-0.46,0.06,1.65,-6.65,-5.80
