host_time_ms,arduino_time_ms,ax,ay,az,gx,gy,gz
1777399189714,1824683,-0.91,-0.39,0.25,2.38,6.16,-1.10
1777399189714,1824693,-0.90,-0.38,0.25,2.08,3.42,-1.34
1777399189714,1824703,-0.90,-0.38,0.26,0.92,1.34,-1.65
1777399189714,1824713,-0.90,-0.39,0.26,-0.61,-0.31,-2.93
1777399189714,1824723,-0.89,-0.39,0.25,-2.87,-1.28,-4.39
1777399189715,1824733,-0.88,-0.40,0.24,-5.62,-1.83,-5.62
1777399189715,1824743,-0.86,-0.40,0.22,-7.87,-2.08,-6.29
1777399189715,1824753,-0.85,-0.40,0.21,-9.28,-2.14,-6.10
1777399189715,1824763,-0.85,-0.40,0.20,-9.58,-2.01,-4.58
1777399189715,1824773,-0.85,-0.40,0.20,-8.61,-1.95,-2.81
1777399189715,1824783,-0.86,-0.39,0.21,-7.69,-2.50,-1.16
1777399189716,1824793,-0.88,-0.39,0.21,-8.06,-2.99,15.32
1777399189716,1824813,-0.89,-0.37,0.19,-8.06,1.16,0.31
1777399189716,1824833,-0.91,-0.37,0.16,-6.77,3.05,0.37
1777399189716,1824853,-0.93,-0.37,0.15,-5.19,1.28,-0.73
1777399189716,1824873,-0.92,-0.37,0.14,-2.14,-1.40,-1.65
1777399189716,1824883,-0.92,-0.38,0.14,-0.24,-2.14,-1.83
1777399189717,1824893,-0.91,-0.38,0.15,0.85,-3.17,-2.87
1777399189717,1824903,-0.90,-0.38,0.16,1.28,-4.39,-4.39
1777399189717,1824913,-0.90,-0.38,0.16,1.16,-5.55,-4.94
1777399189717,1824923,-0.89,-0.39,0.16,0.92,-6.23,-5.43
1777399189717,1824933,-0.88,-0.40,0.17,1.04,-6.16,-6.59
1777399189717,1824943,-0.87,-0.40,0.18,0.61,-6.16,-6.84
1777399189718,1824953,-0.88,-0.40,0.20,-1.34,-6.65,-6.23
1777399189718,1824963,-0.88,-0.40,0.19,-2.93,-7.08,-6.47
1777399189718,1824973,-0.88,-0.39,0.17,-2.32,-6.53,-6.35
1777399189718,1824983,-0.89,-0.38,0.17,-1.28,-4.76,-5.37
1777399189718,1824993,-0.89,-0.39,0.17,-0.55,-3.30,-4.94
1777399189718,1825003,-0.89,-0.38,0.17,0.85,-2.87,-5.13
1777399189719,1825013,-0.89,-0.38,0.16,2.38,-2.50,-4.88
1777399189719,1825023,-0.89,-0.38,0.17,3.42,-2.20,-4.58
1777399189719,1825033,-0.89,-0.38,0.17,4.27,-1.95,-3.91
1777399189719,1825043,-0.88,-0.38,0.17,4.70,-2.14,-3.48
1777399189719,1825053,-0.88,-0.38,0.18,4.52,-2.50,-3.85
1777399189719,1825063,-0.89,-0.37,0.19,3.17,-2.69,-4.70
1777399189720,1825073,-0.89,-0.37,0.21,0.37,-2.75,-6.29
1777399189720,1825083,-0.89,-0.37,0.19,-1.71,-2.81,-7.93
1777399189720,1825093,-0.89,-0.36,0.18,-2.20,-2.08,-8.06
1777399189720,1825103,-0.90,-0.35,0.17,-1.71,-0.12,-6.77
1777399189720,1825113,-0.90,-0.36,0.17,-1.22,2.32,-5.74
1777399189720,1825123,-0.90,-0.36,0.17,-0.67,3.91,-5.74
1777399189721,1825133,-0.90,-0.36,0.16,-0.61,4.58,-5.80
1777399189721,1825143,-0.90,-0.37,0.16,-0.79,4.52,-7.93
1777399189721,1825163,-0.89,-0.37,0.15,0.12,2.62,-7.63
1777399189721,1825183,-0.85,-0.39,0.16,0.12,2.01,-6.96
1777399189721,1825203,-0.86,-0.39,0.15,-0.31,1.89,-6.23
1777399189721,1825223,-0.87,-0.38,0.15,0.37,3.11,-4.09
1777399189722,1825233,-0.88,-0.38,0.15,1.40,3.66,-3.11
1777399189722,1825243,-0.88,-0.38,0.15,2.26,3.54,-2.81
1777399189722,1825253,-0.89,-0.38,0.15,2.99,2.75,-3.05
1777399189722,1825263,-0.89,-0.37,0.16,3.54,1.53,-3.23
1777399189722,1825273,-0.90,-0.37,0.16,3.85,-0.06,-3.91
1777399189722,1825283,-0.90,-0.38,0.16,3.78,-1.28,-4.76
1777399189722,1825293,-0.90,-0.38,0.16,3.60,-2.08,-5.55
1777399189723,1825303,-0.90,-0.39,0.16,3.36,-1.95,-6.04
1777399189723,1825313,-0.90,-0.39,0.17,2.93,-1.46,-6.23
1777399189723,1825323,-0.90,-0.38,0.17,2.20,-1.40,-6.35
1777399189723,1825333,-0.90,-0.38,0.18,0.98,-1.40,-5.92
1777399189723,1825343,-0.90,-0.39,0.17,-0.49,-1.46,-5.55
1777399189723,1825353,-0.90,-0.39,0.16,-0.73,-1.04,-5.55
1777399189724,1825363,-0.90,-0.38,0.16,-0.06,-0.12,-5.37
1777399189724,1825373,-0.90,-0.39,0.16,0.18,0.49,-5.00
1777399189724,1825383,-0.90,-0.39,0.16,0.12,0.00,-4.76
1777399189724,1825393,-0.90,-0.38,0.16,0.00,-0.98,-4.39
1777399189724,1825403,-0.90,-0.38,0.15,-0.24,-1.77,-4.88
1777399189724,1825413,-0.89,-0.38,0.15,-0.61,-2.26,-5.74
1777399189724,1825423,-0.90,-0.38,0.14,-0.61,-2.50,-5.86
1777399189725,1825433,-0.91,-0.37,0.14,-0.98,-2.01,-6.10
1777399189725,1825443,-0.91,-0.37,0.13,-1.53,-1.04,-7.08
1777399189725,1825453,-0.90,-0.37,0.13,-1.34,0.06,-7.81
1777399189725,1825463,-0.90,-0.37,0.13,-0.98,0.73,-7.45
1777399189725,1825473,-0.90,-0.37,0.13,-1.16,0.79,-6.71
1777399189725,1825483,-0.90,-0.37,0.14,-1.10,0.43,-6.35
1777399189725,1825503,-0.89,-0.38,0.13,-0.43,0.24,-6.23
1777399189726,1825523,-0.88,-0.38,0.11,0.31,1.59,-5.43
1777399189726,1825543,-0.89,-0.38,0.11,0.92,0.12,-5.31
1777399189726,1825563,-0.89,-0.38,0.11,1.95,-2.01,-6.41
1777399189726,1825573,-0.89,-0.38,0.10,2.62,-2.44,-5.92
1777399189726,1825583,-0.89,-0.39,0.10,3.23,-2.26,-4.94
1777399189726,1825593,-0.89,-0.39,0.10,3.91,-1.95,-4.27
1777399189726,1825603,-0.89,-0.39,0.09,4.94,-1.77,-3.78
1777399189727,1825613,-0.90,-0.39,0.10,6.04,-1.95,-3.11
1777399189727,1825623,-0.90,-0.40,0.11,6.29,-2.62,-3.23
1777399189727,1825633,-0.89,-0.40,0.12,4.82,-3.66,-4.52
1777399189727,1825643,-0.89,-0.40,0.11,3.30,-4.64,-5.98
1777399189727,1825653,-0.88,-0.41,0.10,2.62,-4.03,-6.29
1777399189727,1825663,-0.88,-0.40,0.09,2.81,-2.44,-5.80
1777399189727,1825673,-0.89,-0.41,0.10,2.44,-0.92,-5.25
1777399189728,1825683,-0.88,-0.41,0.10,2.38,-0.79,-5.00
1777399189728,1825693,-0.89,-0.41,0.09,2.56,-1.34,-4.58
1777399189728,1825703,-0.90,-0.41,0.09,2.44,-1.46,-3.85
1777399189728,1825713,-0.91,-0.40,0.09,2.44,-1.16,-3.54
1777399189728,1825723,-0.92,-0.39,0.09,2.93,-0.24,-3.60
1777399189728,1825733,-0.92,-0.39,0.09,3.66,1.04,-4.27
1777399189728,1825743,-0.92,-0.39,0.10,3.36,1.95,-5.43
1777399189729,1825753,-0.92,-0.40,0.09,2.44,1.95,-6.90
1777399189729,1825763,-0.91,-0.39,0.09,2.01,1.04,-8.00
1777399189729,1825773,-0.91,-0.39,0.08,2.01,0.31,-8.36
1777399189729,1825783,-0.90,-0.39,0.09,2.32,-0.24,-8.18
1777399189729,1825793,-0.90,-0.39,0.09,3.30,-0.31,-8.06
1777399189729,1825803,-0.89,-0.38,0.10,4.39,0.18,-8.00
1777399189729,1825813,-0.90,-0.38,0.11,5.25,0.49,-7.39
1777399189730,1825823,-0.90,-0.39,0.12,5.37,0.43,-7.20
1777399189730,1825833,-0.89,-0.39,0.12,5.00,0.18,-7.45
1777399189730,1825853,-0.88,-0.40,0.12,1.40,-1.28,-9.70
1777399189730,1825873,-0.87,-0.39,0.11,1.83,-1.83,-8.18
1777399189730,1825893,-0.87,-0.40,0.11,2.62,-0.67,-4.15
1777399189730,1825913,-0.88,-0.39,0.12,2.62,0.18,-2.62
1777399189730,1825923,-0.89,-0.39,0.12,1.83,-0.67,-3.11
1777399189731,1825933,-0.89,-0.38,0.11,0.73,-1.95,-4.21
1777399189731,1825943,-0.89,-0.38,0.10,-0.06,-3.36,-5.13
1777399189731,1825953,-0.89,-0.39,0.09,-0.18,-4.03,-5.68
1777399189731,1825963,-0.88,-0.39,0.09,0.12,-3.97,-5.86
1777399189731,1825973,-0.88,-0.40,0.09,0.92,-3.48,-5.37
1777399189731,1825983,-0.87,-0.41,0.09,1.59,-2.81,-4.76
1777399189731,1825993,-0.88,-0.41,0.09,1.83,-2.08,-3.85
1777399189732,1826003,-0.88,-0.41,0.09,1.71,-1.53,-2.87
1777399189732,1826013,-0.89,-0.40,0.08,1.34,-1.10,-2.50
1777399189732,1826023,-0.89,-0.40,0.08,1.10,-0.92,-2.50
1777399189732,1826033,-0.89,-0.40,0.08,0.55,-1.10,-2.69
1777399189732,1826043,-0.90,-0.40,0.07,0.00,-1.34,-3.42
1777399189732,1826053,-0.90,-0.40,0.07,-0.37,-1.83,-4.33
1777399189732,1826063,-0.91,-0.40,0.06,-0.85,-2.81,-4.82
1777399189733,1826073,-0.90,-0.40,0.05,-0.67,-3.48,-4.58
1777399189733,1826083,-0.91,-0.39,0.03,0.49,-3.42,-3.17
1777399189733,1826093,-0.91,-0.39,0.03,2.08,-2.75,-1.77
1777399189733,1826103,-0.91,-0.38,0.04,3.72,-2.08,-1.77
1777399189733,1826113,-0.91,-0.39,0.04,4.64,-1.83,-2.50
1777399189733,1826123,-0.90,-0.39,0.04,4.39,-1.65,-3.66
1777399189733,1826133,-0.91,-0.39,0.06,3.66,-2.01,-5.19
1777399189734,1826143,-0.91,-0.40,0.06,2.99,-3.30,-6.10
1777399189734,1826153,-0.90,-0.40,0.06,2.56,-4.76,-6.53
1777399189734,1826163,-0.90,-0.40,0.06,2.56,-5.92,-6.16
1777399189734,1826173,-0.90,-0.39,0.06,3.60,-6.10,-5.00
1777399189734,1826193,-0.90,-0.39,0.08,6.77,-1.59,-2.93
1777399189734,1826213,-0.91,-0.38,0.11,4.88,-1.34,-3.60
1777399189734,1826233,-0.92,-0.39,0.11,2.32,-4.58,-5.49
1777399189735,1826253,-0.93,-0.38,0.11,1.83,-6.65,-5.62
1777399189735,1826263,-0.93,-0.37,0.11,2.26,-6.47,-5.86
1777399189735,1826273,-0.93,-0.38,0.12,2.69,-5.74,-5.80
1777399189735,1826283,-0.92,-0.38,0.11,2.50,-5.00,-6.16
1777399189735,1826293,-0.91,-0.38,0.11,1.71,-4.46,-6.77
1777399189735,1826303,-0.90,-0.38,0.11,1.34,-4.27,-7.26
1777399189735,1826313,-0.90,-0.39,0.10,1.77,-4.21,-6.77
1777399189736,1826323,-0.89,-0.39,0.09,2.14,-3.91,-5.74
1777399189736,1826333,-0.89,-0.39,0.09,2.38,-3.23,-4.82
1777399189736,1826343,-0.89,-0.40,0.09,2.38,-2.93,-4.58
1777399189736,1826353,-0.89,-0.40,0.09,1.59,-3.48,-5.37
1777399189736,1826363,-0.89,-0.40,0.09,0.49,-4.82,-6.65
1777399189736,1826373,-0.88,-0.39,0.08,-0.31,-6.71,-7.45
1777399189736,1826383,-0.88,-0.39,0.07,-0.24,-7.87,-7.08
1777399189737,1826393,-0.87,-0.39,0.06,0.49,-7.63,-5.80
1777399189737,1826403,-0.87,-0.39,0.06,2.08,-6.29,-4.58
1777399189737,1826413,-0.87,-0.40,0.06,3.66,-4.52,-3.85
1777399189737,1826423,-0.87,-0.40,0.07,4.21,-3.48,-3.30
1777399189737,1826433,-0.87,-0.40,0.08,4.09,-3.66,-2.93
1777399189737,1826443,-0.88,-0.39,0.09,3.60,-4.58,-2.62
1777399189737,1826453,-0.89,-0.40,0.09,2.81,-5.55,-2.93
1777399189738,1826463,-0.89,-0.39,0.09,1.89,-6.35,-3.91
1777399189738,1826473,-0.89,-0.39,0.09,1.40,-7.14,-5.13
1777399189738,1826483,-0.89,-0.38,0.09,1.40,-7.02,-5.74
1777399189738,1826493,-0.89,-0.38,0.10,1.95,-6.35,-5.13
1777399189738,1826503,-0.89,-0.38,0.12,2.20,-5.62,-4.09
1777399189738,1826513,-0.90,-0.38,0.12,2.14,-5.19,-3.17
1777399189738,1826523,-0.91,-0.38,0.13,1.65,-5.25,-4.03
1777399189738,1826543,-0.91,-0.37,0.13,-1.46,-4.39,-5.62
1777399189739,1826563,-0.89,-0.38,0.10,-1.28,-3.60,-5.68
1777399189739,1826583,-0.86,-0.40,0.07,-0.24,-2.14,-4.64
1777399189739,1826603,-0.86,-0.41,0.04,0.85,0.43,-3.72
1777399189739,1826613,-0.86,-0.42,0.03,0.49,0.67,-3.66
1777399189739,1826623,-0.87,-0.42,0.01,0.55,-0.06,-3.30
1777399189739,1826633,-0.88,-0.42,-0.01,1.40,-0.98,-2.69
1777399189739,1826643,-0.89,-0.42,-0.01,2.44,-1.83,-1.95
1777399189739,1826653,-0.91,-0.41,-0.02,4.15,-2.62,-1.53
1777399189740,1826663,-0.92,-0.40,-0.02,5.80,-2.69,-2.01
1777399189740,1826673,-0.92,-0.40,-0.02,6.84,-2.20,-3.23
1777399189740,1826683,-0.93,-0.40,-0.00,7.75,-1.59,-4.82
1777399189740,1826693,-0.93,-0.41,0.00,7.87,-1.46,-6.65
1777399189740,1826703,-0.92,-0.41,0.01,7.75,-1.95,-8.18
1777399189740,1826713,-0.92,-0.41,0.01,7.81,-2.62,-8.67
1777399189740,1826723,-0.92,-0.41,0.02,8.06,-3.17,-8.36
1777399189740,1826733,-0.93,-0.40,0.04,8.85,-3.48,-7.57
1777399189741,1826743,-0.93,-0.40,0.05,9.95,-3.42,-6.53
1777399189741,1826753,-0.93,-0.40,0.07,10.74,-3.05,-5.86
1777399189741,1826763,-0.94,-0.39,0.08,10.74,-2.62,-6.29
1777399189741,1826773,-0.94,-0.38,0.10,9.77,-2.38,-7.14
1777399189741,1826783,-0.94,-0.38,0.11,8.61,-2.56,-7.75
1777399189741,1826793,-0.95,-0.37,0.11,7.75,-2.81,-7.63
1777399189741,1826803,-0.95,-0.36,0.11,7.45,-2.69,-7.02
1777399189741,1826813,-0.96,-0.36,0.12,7.75,-2.26,-6.47
1777399189742,1826823,-0.95,-0.37,0.14,7.45,-2.01,-5.92
1777399189742,1826833,-0.95,-0.37,0.14,6.96,-2.38,-6.35
1777399189742,1826843,-0.94,-0.38,0.14,6.16,-3.54,-6.96
1777399189742,1826853,-0.94,-0.39,0.15,4.76,-5.49,-7.20
1777399189742,1826863,-0.94,-0.39,0.14,3.60,-8.00,-6.71
1777399189742,1826873,-0.94,-0.38,0.14,2.75,-10.25,-5.80
1777399189742,1826893,-0.94,-0.40,0.14,-0.24,-14.10,-5.92
1777399189742,1826913,-0.93,-0.41,0.13,-1.83,-14.22,-3.97
1777399189743,1826933,-0.94,-0.41,0.13,-3.11,-12.33,0.06
1777399189743,1826943,-0.96,-0.38,0.13,-5.25,-12.94,1.59
1777399189743,1826953,-0.97,-0.38,0.11,-5.98,-13.37,4.46
1777399189743,1826963,-0.96,-0.37,0.09,-4.58,-11.60,7.26
1777399189743,1826973,-0.97,-0.37,0.09,-3.91,-8.24,10.19
1777399189743,1826983,-0.97,-0.39,0.10,-4.21,-5.07,13.37
1777399189743,1826993,-0.96,-0.38,0.09,-2.87,-3.54,15.20
1777399189743,1827003,-0.95,-0.38,0.10,-3.05,-2.99,15.87
1777399189744,1827013,-0.95,-0.37,0.11,-5.43,-4.46,17.03
1777399189744,1827023,-0.95,-0.37,0.10,-9.89,-7.45,18.19
1777399189744,1827033,-0.96,-0.36,0.08,-12.45,-9.46,18.25
1777399189744,1827043,-0.95,-0.34,0.05,-9.40,-9.40,16.48
1777399189744,1827053,-0.95,-0.35,0.05,-4.70,-7.14,13.06
1777399189744,1827063,-0.94,-0.37,0.06,-1.71,-5.00,8.73
1777399189744,1827073,-0.91,-0.37,0.06,-1.10,-5.19,3.91
1777399189745,1827083,-0.90,-0.37,0.07,-2.50,-7.08,0.37
1777399189745,1827093,-0.89,-0.38,0.07,-5.62,-10.50,-0.85
1777399189745,1827103,-0.88,-0.39,0.06,-9.70,-13.73,-0.73
1777399189745,1827113,-0.89,-0.39,0.05,-13.12,-16.91,0.31
1777399189745,1827123,-0.89,-0.39,0.03,-14.47,-19.04,1.40
1777399189745,1827133,-0.89,-0.38,0.01,-12.88,-19.35,2.50
1777399189745,1827143,-0.90,-0.36,-0.01,-9.46,-17.58,3.72
1777399189745,1827153,-0.88,-0.35,-0.00,-4.52,-13.73,4.88
1777399189746,1827163,-0.88,-0.35,0.03,1.04,-8.91,6.29
1777399189746,1827173,-0.89,-0.35,0.04,4.76,-6.10,7.57
1777399189746,1827183,-0.89,-0.35,0.06,5.37,-5.92,7.39
1777399189746,1827193,-0.89,-0.35,0.07,3.66,-8.06,6.53
1777399189746,1827203,-0.90,-0.35,0.08,0.18,-11.35,5.80
1777399189746,1827213,-0.91,-0.35,0.08,-3.78,-14.16,5.13
1777399189746,1827233,-0.92,-0.33,0.07,-6.84,-15.56,5.55
