host_time_ms,arduino_time_ms,ax,ay,az,gx,gy,gz
1777399471245,2105049,0.02,-0.01,1.00,2.32,-4.64,-5.13
1777399471245,2105069,0.02,-0.01,1.00,2.38,-4.76,-5.13
1777399471246,2105089,0.01,-0.01,1.00,2.50,-4.76,-4.52
1777399471246,2105099,0.02,-0.01,1.00,2.50,-4.70,-4.58
1777399471246,2105109,0.02,-0.01,1.00,2.56,-4.70,-4.58
1777399471246,2105119,0.02,-0.01,1.00,2.56,-4.76,-4.64
1777399471247,2105129,0.02,-0.01,1.00,2.56,-4.82,-4.64
1777399471247,2105139,0.02,-0.01,1.00,2.50,-4.82,-4.70
1777399471247,2105149,0.02,-0.01,1.00,2.44,-4.70,-4.94
1777399471247,2105159,0.02,-0.01,1.00,2.38,-4.70,-4.94
1777399471247,2105169,0.02,-0.01,1.00,2.38,-4.76,-4.88
1777399471248,2105179,0.02,-0.01,1.00,2.44,-4.76,-4.88
1777399471248,2105189,0.02,-0.00,1.00,2.44,-4.76,-4.88
1777399471248,2105199,0.02,-0.01,1.00,2.38,-4.70,-4.94
1777399471248,2105209,0.02,-0.01,1.00,2.26,-4.76,-5.13
1777399471248,2105219,0.02,-0.01,1.00,2.26,-4.70,-5.25
1777399471249,2105229,0.02,-0.01,1.00,2.26,-4.70,-5.19
1777399471249,2105239,0.02,-0.01,1.00,2.38,-4.70,-5.07
1777399471249,2105249,0.02,-0.00,1.00,2.38,-4.76,-4.88
1777399471249,2105259,0.02,-0.01,1.00,2.50,-4.76,-4.76
1777399471250,2105269,0.01,-0.00,1.00,2.56,-4.76,-4.58
1777399471250,2105279,0.02,-0.00,1.00,2.44,-4.76,-4.82
1777399471250,2105289,0.02,-0.01,1.00,2.32,-4.70,-5.19
1777399471250,2105299,0.02,-0.01,1.00,2.38,-4.70,-5.19
1777399471250,2105309,0.02,-0.01,1.00,2.32,-4.64,-5.31
1777399471251,2105319,0.02,-0.01,1.00,2.44,-4.70,-4.94
1777399471251,2105329,0.02,-0.00,1.00,2.62,-4.82,-4.46
1777399471251,2105339,0.02,-0.01,1.00,2.56,-4.70,-4.70
1777399471251,2105349,0.02,-0.01,1.00,2.44,-4.76,-4.88
1777399471252,2105359,0.02,-0.00,1.00,2.44,-4.88,-5.00
1777399471252,2105369,0.02,-0.00,1.00,2.38,-4.76,-5.25
1777399471252,2105389,0.02,-0.01,1.00,2.44,-4.76,-5.19
1777399471252,2105409,0.02,-0.01,1.00,2.44,-4.76,-4.94
1777399471253,2105429,0.02,-0.01,1.00,2.50,-4.76,-4.88
1777399471253,2105449,0.02,-0.01,1.00,2.44,-4.76,-4.76
1777399471253,2105459,0.02,-0.01,1.00,2.62,-4.82,-4.52
1777399471253,2105469,0.02,-0.01,1.00,2.50,-4.76,-4.88
1777399471254,2105479,0.02,-0.01,1.00,2.38,-4.64,-5.19
1777399471254,2105489,0.02,-0.01,1.00,2.44,-4.76,-5.00
1777399471255,2105499,0.02,-0.01,1.00,2.44,-4.82,-4.94
1777399471255,2105509,0.02,-0.01,1.00,2.44,-4.82,-4.88
1777399471255,2105519,0.02,-0.00,1.00,2.38,-4.82,-4.88
1777399471255,2105529,0.02,-0.00,1.00,2.44,-4.82,-4.94
1777399471256,2105539,0.02,-0.01,1.00,2.38,-4.76,-4.94
1777399471256,2105549,0.02,-0.01,1.00,2.44,-4.76,-4.70
1777399471256,2105559,0.02,-0.01,1.00,2.50,-4.76,-4.58
1777399471256,2105569,0.02,-0.01,1.00,2.50,-4.76,-4.76
1777399471257,2105579,0.02,-0.01,1.00,2.44,-4.82,-5.07
1777399471257,2105589,0.02,-0.01,1.00,2.44,-4.76,-4.94
1777399471257,2105599,0.02,-0.01,1.00,2.50,-4.70,-4.76
1777399471257,2105609,0.02,-0.00,1.00,2.50,-4.76,-4.58
1777399471257,2105619,0.02,-0.01,1.00,2.56,-4.76,-4.52
1777399471258,2105629,0.02,-0.01,1.00,2.50,-4.76,-4.76
1777399471258,2105639,0.02,-0.01,1.00,2.38,-4.76,-5.00
1777399471258,2105649,0.02,-0.01,1.00,2.38,-4.70,-5.00
1777399471258,2105659,0.02,-0.01,1.00,2.38,-4.70,-4.82
1777399471258,2105669,0.02,-0.01,1.00,2.44,-4.76,-4.70
1777399471259,2105679,0.02,-0.01,1.00,2.44,-4.82,-4.76
1777399471259,2105689,0.02,-0.00,1.00,2.38,-4.70,-4.94
1777399471259,2105699,0.02,-0.00,1.00,2.26,-4.76,-5.31
1777399471259,2105709,0.02,-0.00,1.00,2.38,-4.82,-5.07
1777399471259,2105719,0.02,-0.01,1.00,2.62,-4.76,-4.46
1777399471259,2105739,0.01,-0.01,1.00,2.44,-4.76,-4.88
1777399471260,2105759,0.02,-0.01,1.00,2.44,-4.70,-4.94
1777399471260,2105779,0.02,-0.01,1.00,2.50,-4.76,-4.76
1777399471260,2105799,0.02,-0.00,1.00,2.44,-4.76,-4.94
1777399471260,2105809,0.02,-0.01,1.00,2.56,-4.76,-4.58
1777399471260,2105819,0.02,-0.00,1.00,2.38,-4.76,-4.82
1777399471261,2105829,0.02,-0.01,1.00,2.26,-4.76,-5.19
1777399471261,2105839,0.02,-0.01,1.00,2.26,-4.82,-5.25
1777399471261,2105849,0.02,-0.01,1.00,2.26,-4.64,-5.19
1777399471261,2105859,0.02,-0.01,1.00,2.44,-4.76,-4.88
1777399471261,2105869,0.02,-0.00,1.00,2.62,-4.76,-4.52
1777399471261,2105879,0.02,-0.00,1.00,2.50,-4.76,-4.70
1777399471262,2105889,0.02,-0.01,1.00,2.44,-4.82,-4.82
1777399471262,2105899,0.02,-0.01,1.00,2.38,-4.76,-4.94
1777399471262,2105909,0.02,-0.01,1.00,2.32,-4.70,-5.13
1777399471262,2105919,0.02,-0.01,1.00,2.50,-4.76,-4.94
1777399471262,2105929,0.02,-0.01,1.00,2.50,-4.70,-4.88
1777399471263,2105939,0.01,-0.00,0.99,2.50,-4.76,-4.82
1777399471263,2105949,0.02,-0.00,1.00,2.50,-4.82,-4.70
1777399471263,2105959,0.02,-0.00,0.99,2.38,-4.82,-4.94
1777399471263,2105969,0.02,-0.01,1.01,2.26,-4.88,-5.19
1777399471263,2105979,0.02,-0.01,1.00,2.44,-4.70,-5.00
1777399471264,2105989,0.02,-0.01,1.00,2.62,-4.70,-4.58
1777399471264,2105999,0.01,-0.01,1.00,2.56,-4.76,-4.70
1777399471264,2106009,0.01,-0.00,1.00,2.50,-4.82,-4.76
1777399471264,2106019,0.01,-0.01,1.01,2.56,-4.76,-4.76
1777399471264,2106029,0.02,-0.01,1.00,2.56,-4.70,-4.76
1777399471265,2106039,0.02,-0.01,0.99,2.44,-4.76,-4.88
1777399471265,2106049,0.01,-0.00,1.00,2.44,-4.76,-5.07
1777399471265,2106059,0.01,-0.00,1.00,2.44,-4.76,-4.94
1777399471265,2106079,0.02,-0.01,1.00,2.44,-4.76,-4.70
1777399471265,2106099,0.02,-0.01,1.00,2.56,-4.82,-4.76
1777399471266,2106119,0.02,-0.01,1.00,2.50,-4.82,-4.82
1777399471266,2106139,0.02,-0.01,1.00,2.50,-4.76,-4.88
1777399471266,2106149,0.02,-0.00,1.00,2.50,-4.76,-4.82
1777399471266,2106159,0.02,-0.01,1.00,2.50,-4.82,-4.88
1777399471266,2106169,0.02,-0.01,1.00,2.44,-4.82,-4.76
1777399471266,2106179,0.02,-0.01,1.00,2.56,-4.82,-4.64
1777399471267,2106189,0.02,-0.01,1.00,2.56,-4.76,-4.64
1777399471267,2106199,0.02,-0.01,1.00,2.62,-4.70,-4.58
1777399471267,2106209,0.01,-0.00,1.00,2.62,-4.76,-4.64
1777399471267,2106219,0.02,-0.00,1.00,2.56,-4.76,-4.64
1777399471267,2106229,0.02,-0.01,1.00,2.50,-4.70,-4.58
