host_time_ms,arduino_time_ms,ax,ay,az,gx,gy,gz
1777399820477,2454388,-0.77,-0.55,-0.29,-5.00,12.39,-10.62
1777399820478,2454398,-0.77,-0.54,-0.30,-2.01,11.23,-12.21
1777399820478,2454408,-0.78,-0.54,-0.30,1.40,9.52,-14.16
1777399820478,2454418,-0.77,-0.54,-0.30,4.58,6.65,-15.50
1777399820478,2454428,-0.75,-0.55,-0.30,7.20,2.14,-15.99
1777399820479,2454438,-0.73,-0.54,-0.29,8.61,-3.42,-14.83
1777399820479,2454448,-0.72,-0.54,-0.30,8.91,-9.28,-12.21
1777399820479,2454458,-0.70,-0.54,-0.31,8.91,-13.49,-9.09
1777399820479,2454468,-0.69,-0.54,-0.32,9.64,-15.08,-6.35
1777399820480,2454478,-0.70,-0.55,-0.31,11.23,-15.01,-3.91
1777399820480,2454488,-0.71,-0.58,-0.30,13.67,-15.26,-2.08
1777399820480,2454498,-0.71,-0.60,-0.28,16.78,-16.48,-2.01
1777399820480,2454508,-0.72,-0.59,-0.26,19.71,-17.82,-2.69
1777399820481,2454518,-0.72,-0.62,-0.23,21.61,-18.68,-1.89
1777399820481,2454528,-0.72,-0.63,-0.21,22.16,-19.96,-0.61
1777399820482,2454538,-0.74,-0.63,-0.18,21.55,-21.67,1.10
1777399820482,2454548,-0.75,-0.64,-0.17,20.57,-23.86,1.65
1777399820482,2454558,-0.77,-0.65,-0.16,20.02,-25.51,1.10
1777399820483,2454568,-0.77,-0.65,-0.15,20.87,-25.09,0.49
1777399820483,2454578,-0.77,-0.65,-0.13,21.73,-21.97,-0.61
1777399820484,2454598,-0.78,-0.66,-0.08,16.54,-9.46,-1.95
1777399820484,2454618,-0.81,-0.65,-0.05,8.00,-8.12,-2.08
1777399820484,2454638,-0.79,-0.63,-0.08,0.79,-8.18,-4.88
1777399820484,2454658,-0.77,-0.63,-0.12,-3.97,-1.46,-7.02
1777399820485,2454668,-0.76,-0.63,-0.13,-5.55,2.38,-6.77
1777399820485,2454678,-0.76,-0.63,-0.14,-6.59,4.39,-6.41
1777399820485,2454688,-0.75,-0.63,-0.15,-7.69,4.46,-6.04
1777399820485,2454698,-0.74,-0.63,-0.16,-9.22,3.60,-5.68
1777399820486,2454708,-0.75,-0.63,-0.18,-10.07,2.75,-5.37
1777399820486,2454718,-0.74,-0.62,-0.20,-9.46,1.95,-5.68
1777399820486,2454728,-0.74,-0.62,-0.21,-8.48,1.65,-5.92
1777399820486,2454738,-0.74,-0.61,-0.21,-7.87,1.40,-5.86
1777399820487,2454748,-0.74,-0.60,-0.21,-7.32,1.10,-5.62
1777399820487,2454758,-0.73,-0.59,-0.23,-6.71,0.67,-5.07
1777399820487,2454768,-0.72,-0.59,-0.23,-5.98,1.28,-4.58
1777399820487,2454778,-0.74,-0.58,-0.22,-5.31,2.32,-3.48
1777399820487,2454788,-0.75,-0.57,-0.22,-5.00,1.77,-2.87
1777399820488,2454798,-0.75,-0.57,-0.22,-5.07,-0.73,-3.30
1777399820488,2454808,-0.74,-0.58,-0.23,-4.52,-3.48,-3.48
1777399820488,2454818,-0.73,-0.58,-0.23,-3.17,-5.37,-2.69
1777399820488,2454828,-0.74,-0.57,-0.22,-2.14,-7.14,-1.34
1777399820489,2454838,-0.74,-0.57,-0.22,-1.71,-8.91,-0.67
1777399820489,2454848,-0.74,-0.57,-0.22,-0.61,-9.95,-0.49
1777399820489,2454858,-0.75,-0.57,-0.22,1.22,-10.50,-0.24
1777399820489,2454868,-0.75,-0.56,-0.21,2.69,-10.44,0.06
1777399820490,2454878,-0.76,-0.56,-0.20,3.91,-10.01,0.31
1777399820490,2454888,-0.77,-0.55,-0.19,4.94,-8.79,-0.18
1777399820490,2454898,-0.78,-0.55,-0.18,5.98,-7.75,-0.98
1777399820490,2454908,-0.78,-0.55,-0.17,6.84,-7.26,-2.38
1777399820490,2454918,-0.77,-0.55,-0.15,6.77,-6.84,-3.54
1777399820491,2454928,-0.77,-0.55,-0.15,6.41,-6.16,-2.14
1777399820491,2454948,-0.77,-0.55,-0.14,2.87,-4.46,-0.12
1777399820491,2454968,-0.76,-0.53,-0.15,0.61,-3.97,1.40
1777399820491,2454988,-0.79,-0.52,-0.19,-0.06,-3.78,0.18
1777399820491,2455008,-0.77,-0.54,-0.20,2.69,-0.73,-3.42
1777399820492,2455018,-0.77,-0.54,-0.20,3.66,0.06,-4.09
1777399820492,2455028,-0.76,-0.54,-0.20,3.72,-0.49,-4.27
1777399820492,2455038,-0.75,-0.55,-0.21,3.48,-1.89,-3.97
1777399820492,2455048,-0.74,-0.56,-0.21,4.27,-3.60,-2.87
1777399820492,2455058,-0.73,-0.57,-0.21,5.55,-6.23,-1.40
1777399820493,2455068,-0.74,-0.59,-0.20,6.65,-10.62,-0.12
1777399820493,2455078,-0.73,-0.61,-0.19,7.63,-16.48,0.67
1777399820493,2455088,-0.73,-0.63,-0.19,8.73,-21.91,0.18
1777399820493,2455098,-0.72,-0.65,-0.19,10.62,-25.76,-0.98
1777399820494,2455108,-0.71,-0.65,-0.20,13.73,-26.98,-2.50
1777399820494,2455118,-0.72,-0.62,-0.18,16.36,-24.54,-4.46
1777399820494,2455128,-0.74,-0.59,-0.17,16.60,-21.30,-5.00
1777399820494,2455138,-0.77,-0.59,-0.15,14.04,-18.19,-4.46
1777399820494,2455148,-0.80,-0.59,-0.14,10.25,-16.24,-4.88
1777399820495,2455158,-0.81,-0.59,-0.14,7.14,-15.69,-6.71
1777399820495,2455168,-0.82,-0.59,-0.15,4.58,-16.05,-8.00
1777399820495,2455178,-0.81,-0.62,-0.18,4.21,-16.36,-9.03
1777399820495,2455188,-0.81,-0.61,-0.19,6.59,-14.95,-11.47
