host_time_ms,arduino_time_ms,ax,ay,az,gx,gy,gz
1777399336897,1971196,-0.80,-1.08,0.06,107.67,-21.06,32.17
1777399336897,1971206,-0.81,-1.16,0.12,109.37,-26.86,24.66
1777399336897,1971216,-0.80,-1.23,0.17,113.22,-35.16,14.59
1777399336898,1971226,-0.75,-1.25,0.22,118.23,-43.40,1.59
1777399336898,1971236,-0.71,-1.26,0.26,122.50,-49.38,-10.86
1777399336898,1971246,-0.67,-1.23,0.25,125.98,-52.00,-18.62
1777399336898,1971256,-0.64,-1.18,0.20,128.85,-48.95,-19.53
1777399336899,1971266,-0.69,-1.14,0.19,128.60,-35.89,-13.67
1777399336899,1971276,-0.75,-1.12,0.24,122.80,-15.08,-5.80
1777399336899,1971286,-0.79,-1.10,0.28,111.88,1.71,-2.32
1777399336899,1971296,-0.80,-1.09,0.30,97.96,9.03,-2.50
1777399336900,1971306,-0.79,-1.10,0.28,86.49,9.52,-3.85
1777399336900,1971316,-0.80,-1.13,0.29,80.32,8.91,-5.92
1777399336900,1971326,-0.79,-1.11,0.33,77.33,7.32,-11.54
1777399336900,1971336,-0.74,-1.07,0.37,73.49,4.27,-18.92
1777399336901,1971346,-0.70,-1.03,0.38,67.32,0.06,-24.41
1777399336901,1971356,-0.65,-1.00,0.38,60.24,-3.17,-27.04
1777399336902,1971366,-0.60,-0.95,0.38,53.16,-3.66,-28.69
1777399336902,1971376,-0.55,-0.93,0.36,46.20,-3.17,-28.44
1777399336902,1971386,-0.53,-0.92,0.37,41.50,-1.53,-27.16
1777399336902,1971396,-0.51,-0.91,0.39,38.45,1.16,-25.39
1777399336903,1971406,-0.50,-0.90,0.40,35.22,2.01,-23.93
1777399336903,1971416,-0.49,-0.89,0.41,31.86,1.04,-22.40
1777399336903,1971426,-0.45,-0.89,0.42,28.02,-0.73,-20.63
1777399336903,1971436,-0.45,-0.88,0.43,24.23,-2.62,-18.98
1777399336904,1971446,-0.44,-0.85,0.43,20.63,-3.85,-16.42
1777399336904,1971456,-0.45,-0.84,0.43,16.60,-3.91,-13.06
1777399336904,1971466,-0.45,-0.82,0.41,12.08,-2.56,-7.32
