host_time_ms,arduino_time_ms,ax,ay,az,gx,gy,gz
1777496976211,1067596,-1.4376,-0.0012,-0.1520,84.1064,-31.3110,86.1816
1777496976211,1067613,-1.4292,-0.2043,-0.2124,87.3413,-38.1470,51.1475
1777496976211,1067629,-1.2791,-0.3358,-0.1713,91.8579,-43.3960,16.2354
1777496976211,1067646,-1.2068,-0.3677,-0.1510,90.2100,-42.2974,-5.4321
1777496976211,1067663,-1.0864,-0.2852,-0.0872,86.1816,-35.4614,-18.3716
1777496976211,1067679,-0.8828,-0.2417,-0.1622,77.5146,-37.8418,-49.7437
1777496976211,1067696,-0.6669,-0.1930,-0.1918,75.7446,-50.4150,-85.9985
1777496976211,1067713,-0.5457,-0.1793,-0.2764,74.2188,-54.8706,-109.3140
1777496976211,1067730,-0.4519,-0.1920,-0.4111,82.3975,-44.6777,-107.6050
1777496976211,1067746,-0.5171,-0.2058,-0.4301,87.2192,-23.1323,-93.8721
1777496976211,1067763,-0.6362,-0.3098,-0.4285,90.5762,-26.3062,-102.5391
1777496976211,1067780,-0.6345,-0.3424,-0.4617,82.1533,-75.9277,-130.4321
1777496976211,1067797,-0.5511,-0.3273,-0.6208,79.2236,-89.8438,-136.9629
1777496976211,1067813,-0.5944,-0.2533,-0.7489,83.8623,-74.8291,-118.8965
1777496976212,1067830,-0.7566,-0.2766,-0.7830,97.1680,-35.2173,-88.5620
1777496976212,1067847,-0.9519,-0.3451,-0.6339,96.1304,-18.7988,-63.5376
1777496976212,1067864,-1.0015,-0.3594,-0.5624,84.2896,-30.4565,-61.3403
1777496976212,1067880,-0.9270,-0.3444,-0.5470,55.7861,-65.9790,-64.1479
1777496976212,1067897,-0.7838,-0.3138,-0.5702,42.8467,-71.2891,-48.5229
1777496976212,1067914,-0.8112,-0.2113,-0.5819,44.0063,-33.4473,-10.0708
1777496976212,1067931,-0.8805,-0.1837,-0.5811,45.5322,-11.7798,11.3525
1777496976212,1067947,-1.0187,-0.1487,-0.5048,47.0581,13.3057,34.6680
1777496976212,1067964,-1.0253,-0.1938,-0.4689,39.7949,-2.9297,30.1514
1777496976212,1067981,-0.9043,-0.2091,-0.4142,38.4521,-27.5269,15.1367
1777496976212,1067997,-0.8468,-0.2028,-0.3888,38.9404,-34.3018,12.3901
1777496976212,1068014,-0.7618,-0.2126,-0.3643,43.8843,-27.2217,19.3481
1777496976212,1068031,-0.7936,-0.2313,-0.3201,52.9785,-3.1738,33.2031
1777496976212,1068047,-0.8463,-0.2605,-0.2740,58.5327,4.2725,36.4380
1777496976212,1068064,-0.8588,-0.2786,-0.2520,59.2041,1.2207,31.2500
1777496976213,1068081,-0.8259,-0.3217,-0.2443,57.3120,-15.5029,16.2354
1777496976213,1068097,-0.7362,-0.3358,-0.2345,57.9834,-30.0903,7.9956
1777496976213,1068114,-0.7238,-0.3486,-0.2102,58.7769,-30.0903,11.4136
1777496976213,1068131,-0.7322,-0.3412,-0.1898,59.8755,-26.7944,14.5874
1777496976213,1068148,-0.7338,-0.3938,-0.1974,56.3354,-22.7051,16.1133
1777496976213,1068164,-0.7200,-0.4452,-0.2306,53.4668,-27.0386,17.7002
1777496976213,1068181,-0.7391,-0.4669,-0.2325,50.3540,-41.6870,18.9209
1777496976213,1068198,-0.7649,-0.4688,-0.2162,48.8281,-50.7812,18.9209
